data_path,label
/data/duke_data/size_64/split_datalabel/neg/1-152-42_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-103-47_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-090-62_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-150-47_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-080-65_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-063-37_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-146-38_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-153-47_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-063-81_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-126-17_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-124-12_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-081-36_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-028-46_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-147-79_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-116-6_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-143-76_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-125-1_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-185-18_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-010-9_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-161-27_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-140-67_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-109-20_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-014-68_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-054-82_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-090-95_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-050-44_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-193-86_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-042-17_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-015-75_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-059-7_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-160-45_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-097-8_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-196-71_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-005-51_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-033-58_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-001-84_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-069-29_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-041-40_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-239-46_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-154-62_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-046-62_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-039-22_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-060-35_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-044-52_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-157-40_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-103-52_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-140-74_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-049-49_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-110-53_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-149-3_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-075-3_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-007-33_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-027-62_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-125-31_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-002-97_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-126-35_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-046-1_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-005-53_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-079-100_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-053-59_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-094-29_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-163-75_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-149-94_64.png,neg
