patient_number,data_path,label
1,/data/duke_data/patients/png_out_64/1/neg/1-001-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-002-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-003-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-004-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-005-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-006-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-007-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-008-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-009-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-010-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-011-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-012-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-013-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-014-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-015-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-016-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-017-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-018-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-019-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-020-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-021-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-022-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-023-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-024-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-025-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-026-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-027-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-028-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-029-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-030-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-031-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-032-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-033-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-034-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-035-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-036-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-037-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-038-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-039-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-040-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-041-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-042-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-043-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-044-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-045-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-046-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-047-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-048-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-049-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-050-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-051-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-052-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-053-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-054-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-055-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-056-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-057-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-058-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-059-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-060-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-061-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-062-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-063-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-064-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-065-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-066-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-067-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-068-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-069-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-070-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-071-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-072-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-073-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-074-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-075-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-076-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-077-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-078-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-079-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-080-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-081-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-082-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-083-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-084-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-118-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-119-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-120-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-121-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-122-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-123-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-124-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-125-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-126-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-127-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-128-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-129-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-130-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-131-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-132-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-133-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-134-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-135-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-136-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-137-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-138-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-139-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-140-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-141-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-142-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-143-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-144-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-145-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-146-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-147-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-148-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-149-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-150-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-151-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-152-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-153-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-154-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-155-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-156-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-157-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-158-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-159-1.png,neg
1,/data/duke_data/patients/png_out_64/1/neg/1-160-1.png,neg
1,/data/duke_data/patients/png_out_64/1/pos/1-089-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-090-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-091-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-092-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-093-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-094-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-095-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-096-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-097-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-098-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-099-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-100-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-101-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-102-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-103-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-104-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-105-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-106-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-107-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-108-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-109-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-110-1.png,pos
1,/data/duke_data/patients/png_out_64/1/pos/1-111-1.png,pos
2,/data/duke_data/patients/png_out_64/2/neg/1-001-2.png,neg
2,/data/duke_data/patients/png_out_64/2/neg/1-002-2.png,neg
2,/data/duke_data/patients/png_out_64/2/neg/1-003-2.png,neg
