data_path,label
/data/duke_data/size_64/split_datalabel/neg/1-069-87_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-121-98_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-118-56_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-012-40_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-080-82_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-011-37_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-054-30_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-159-59_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-156-68_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-096-36_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-089-22_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-095-38_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-040-31_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-024-3_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-137-68_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-117-76_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-087-46_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-046-26_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-142-24_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-059-82_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-172-45_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-030-63_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-019-38_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-064-74_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-010-9_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-022-27_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-043-20_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-147-70_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-145-69_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-020-11_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-035-43_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-023-77_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-124-2_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-081-79_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-148-83_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-017-42_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-174-69_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-027-98_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-055-58_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-161-51_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-080-48_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-010-96_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-034-2_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-090-82_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-073-37_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-157-76_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-013-1_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-135-74_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-158-60_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-048-26_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-047-11_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-057-85_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-103-57_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-012-1_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-124-65_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-079-95_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-035-90_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-193-28_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-051-3_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-035-67_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-039-54_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-052-100_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-118-19_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-016-89_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-138-100_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-134-53_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-020-93_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-154-96_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-020-52_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-079-75_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-002-43_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-126-12_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-169-23_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-044-47_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-050-9_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-075-79_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-020-43_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-053-100_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-126-59_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-067-25_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-166-50_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-135-24_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-077-17_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-160-5_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-058-9_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-138-73_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-163-13_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-014-82_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-052-1_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-062-86_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-160-92_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-104-4_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-063-86_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-134-18_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-033-22_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-022-63_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-059-54_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-137-65_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-014-88_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-041-61_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-088-22_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-023-74_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-016-76_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-087-10_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-160-64_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-026-91_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-008-83_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-018-18_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-047-27_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-105-67_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-089-55_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-152-33_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-044-13_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-075-23_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-140-54_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-003-30_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-045-95_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-027-75_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-058-54_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-147-96_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-123-84_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-028-16_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-040-98_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-103-44_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-073-82_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-076-42_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-087-73_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-108-24_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-174-71_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-130-13_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-022-16_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-113-8_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-087-36_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-172-28_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-169-75_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-129-95_64.png,neg
